Year,Avg. Pace,PLAYER,TEAM,Team Conference Rank,GP,Team GP,W,PTS,REB,AST,STL,BLK,TOV,AST%,AST/TO,3PM,+/-,OFFRTG,DEFRTG,DEFWS,eFG%,TS%,USG%,PIE,Prior MVPs
2020,99.2,Robert Franks,ORL,14,7,72,0,6.1,2.0,0.7,0.4,0.4,0.3,7.0,2.5,0.7,-3.6,106.0,120.5,1,55.4,63.8,14.8,9.1,0
2020,99.2,Aron Baynes,TOR,12,53,72,20,6.1,5.2,0.9,0.3,0.4,0.9,7.0,1.02,0.5,-1.5,106.6,111.0,53,48.5,50.3,15.7,7.0,0
2020,99.2,Jaylen Hoard,OKC,14,19,72,1,6.1,3.4,1.3,0.7,0.3,0.9,11.0,1.41,0.0,-3.3,99.9,108.9,0.059000000000000004,50.0,54.7,15.6,9.3,0
2020,99.2,Facundo Campazzo,DEN,3,65,72,43,6.1,2.1,3.6,1.2,0.2,1.1,21.5,3.18,1.2,1.2,111.6,108.8,76,50.2,55.8,12.8,7.4,0
2020,99.2,Max Strus,MIA,6,39,72,14,6.1,1.1,0.6,0.3,0.1,0.2,7.4,3.0,1.3,-1.0,109.4,113.6,0.027000000000000003,58.8,59.7,17.9,7.2,0
2020,99.2,Dakota Mathias,PHI,1,8,72,4,6.0,0.9,1.6,0.1,0.4,0.1,15.7,13.0,1.0,-3.9,97.3,107.9,0.059000000000000004,47.9,47.4,16.6,6.2,0
2020,99.2,Dean Wade,CLE,13,63,72,19,6.0,3.4,1.2,0.6,0.3,0.5,9.4,2.47,1.2,-3.5,102.9,111.9,49,55.6,57.3,12.8,8.2,0
2020,99.2,Dwight Powell,DAL,5,58,72,36,5.9,4.0,1.1,0.6,0.5,0.7,9.0,1.58,0.1,1.3,112.8,108.8,0.059000000000000004,63.1,68.8,12.9,9.9,0
2020,99.2,Drew Eubanks,SAS,10,54,72,21,5.8,4.5,0.8,0.3,0.9,0.8,8.6,0.93,0.0,-1.8,103.6,108.2,0.052000000000000005,57.1,61.8,16.6,11.5,0
2020,99.2,DeAndre' Bembry,TOR,12,51,72,23,5.7,2.9,2.1,1.0,0.4,1.4,15.7,1.51,0.3,0.1,108.1,107.7,73,54.4,57.0,14.2,7.9,0
2020,99.2,Jordan Nwora,MIL,3,30,72,19,5.7,2.0,0.2,0.6,0.3,0.8,4.0,0.29,0.9,-0.1,106.8,107.1,0.037000000000000005,56.3,58.6,25.4,11.3,0
2020,99.2,Rodney McGruder,DET,15,16,72,3,5.7,1.4,1.0,0.5,0.1,0.4,12.8,2.29,0.7,-1.1,111.7,115.8,17,60.7,61.9,17.9,9.7,0
2020,99.2,Juan Toscano-Anderson,GSW,8,53,72,28,5.7,4.4,2.8,0.8,0.5,1.2,18.1,2.46,0.7,1.8,109.4,105.6,92,66.7,67.6,10.8,9.8,0
2020,99.2,Mychal Mulder,GSW,8,60,72,33,5.6,1.0,0.4,0.2,0.2,0.3,4.7,1.63,1.4,1.1,111.3,108.4,46,60.9,61.3,15.7,6.2,0
2020,99.2,Donta Hall,ORL,14,13,72,3,5.6,4.8,0.8,0.4,0.8,0.6,10.2,1.38,0.0,-1.5,97.9,104.5,67,71.4,73.1,13.5,14.5,0
2020,99.2,Yogi Ferrell,LAC,3,10,72,4,5.6,1.9,2.2,0.7,0.3,0.3,22.9,7.33,0.9,-0.1,106.7,107.1,55,43.0,45.9,19.3,9.4,0
2020,99.2,Saben Lee,DET,15,48,72,14,5.6,2.0,3.6,0.7,0.3,1.1,33.3,3.16,0.2,-1.9,105.4,111.7,43,49.0,53.6,17.1,9.6,0
2020,99.2,Freddie Gillespie,TOR,12,20,72,7,5.6,4.9,0.5,0.7,1.0,0.6,3.4,0.75,0.0,-3.9,101.3,110.9,0.055999999999999994,52.4,56.3,12.0,7.5,0
2020,99.2,Anthony Lamb,HOU,15,24,72,3,5.5,2.9,1.0,0.3,0.2,0.8,8.0,1.21,1.0,-3.7,105.1,114.3,33,48.7,52.3,14.4,5.0,0
2020,99.2,Jabari Parker,BOS,7,13,72,4,5.5,3.2,0.8,0.1,0.4,0.8,10.5,1.1,0.2,-1.1,100.6,106.1,0.054000000000000006,56.4,59.3,17.5,11.7,0
2020,99.2,Garrison Mathews,WAS,8,64,72,32,5.5,1.4,0.4,0.5,0.1,0.2,3.2,2.6,1.2,-2.1,107.7,113.4,35,57.0,63.5,11.1,5.2,0
2020,99.2,Brad Wanamaker,CHA,10,61,72,29,5.5,1.7,2.9,0.7,0.2,1.2,25.1,2.45,0.3,-2.1,101.4,107.1,69,41.1,48.9,16.6,7.5,0
2020,99.2,Devin Vassell,SAS,10,62,72,30,5.5,2.8,0.9,0.7,0.3,0.4,7.1,2.55,0.8,-1.0,106.5,108.9,0.06,49.2,52.4,13.8,7.1,0
2020,99.2,Torrey Craig,PHX,2,50,72,33,5.5,3.9,1.0,0.6,0.5,0.5,8.4,1.96,0.8,-1.9,111.0,114.7,0.028999999999999998,56.6,57.9,14.1,8.6,0
2020,99.2,Derrick Favors,UTA,1,68,72,49,5.4,5.5,0.6,0.5,1.0,0.5,5.9,1.22,0.0,0.5,114.1,111.6,0.040999999999999995,63.8,66.3,12.5,11.1,0
2020,99.2,Justin Patton,HOU,15,13,72,1,5.4,3.8,1.1,0.9,1.1,0.3,8.4,3.5,0.7,-6.2,100.8,114.9,32,47.9,48.8,12.8,6.5,0
2020,99.2,Tyler Johnson,BKN,2,39,72,29,5.4,2.0,1.2,0.4,0.0,0.4,9.1,2.76,1.2,1.2,114.0,110.7,51,52.5,54.6,13.2,5.9,0
2020,99.2,Rajon Rondo,LAC,3,45,72,28,5.4,2.4,4.4,0.8,0.1,1.8,37.5,2.52,0.8,0.5,107.7,106.8,0.07,52.6,54.4,16.6,11.0,0
2020,99.2,Jarred Vanderbilt,MIN,13,64,72,18,5.4,5.8,1.2,1.0,0.7,0.8,9.1,1.43,0.0,-0.8,108.1,109.2,61,60.8,61.2,11.8,10.7,0
2020,99.2,Jahlil Okafor,DET,15,27,72,5,5.4,2.4,0.5,0.2,0.2,0.8,6.6,0.62,0.1,-3.1,98.5,108.7,46,62.7,64.4,17.0,8.9,0
2020,99.2,Josh Okogie,MIN,13,59,72,21,5.4,2.6,1.1,0.9,0.5,0.7,7.2,1.47,0.5,-3.3,107.7,114.3,38,45.9,52.4,11.9,4.5,0
2020,99.2,Taj Gibson,NYK,4,45,72,29,5.4,5.6,0.8,0.7,1.1,0.5,5.4,1.64,0.1,2.9,110.5,103.1,0.10800000000000001,63.6,66.1,9.5,9.5,0
2020,99.2,Tony Snell,ATL,4,47,72,29,5.3,2.4,1.3,0.3,0.2,0.4,8.0,2.81,1.3,1.4,113.8,111.6,55,69.6,70.8,8.4,6.0,0
2020,99.2,Jarrett Culver,MIN,13,34,72,7,5.3,3.1,0.7,0.5,0.3,0.8,7.9,0.86,0.4,-3.9,99.0,109.7,48,44.9,47.6,17.9,5.7,0
2020,99.2,Willie Cauley-Stein,DAL,5,53,72,29,5.3,4.5,0.7,0.4,0.8,0.5,5.3,1.21,0.0,2.6,114.4,105.0,79,63.5,64.7,12.0,8.4,0
2020,99.2,Glenn Robinson III,SAC,11,23,72,9,5.3,2.0,0.9,0.2,0.1,0.5,7.5,1.82,0.7,-5.7,105.2,122.5,-0.009000000000000001,50.5,55.4,13.5,5.7,0
2020,99.2,Mason Jones,PHI,1,32,72,10,5.3,1.7,1.3,0.2,0.0,0.9,21.1,1.45,0.8,-2.8,98.9,108.8,38,52.0,55.6,21.7,9.2,0
2020,99.2,Maurice Harkless,SAC,11,37,72,16,5.2,2.4,1.2,0.8,0.5,0.6,7.1,2.0,0.6,-1.2,109.7,112.7,49,48.8,52.7,11.4,4.4,0
2020,99.2,D.J. Wilson,HOU,15,35,72,13,5.2,3.2,0.7,0.3,0.5,0.6,8.8,1.05,0.9,-3.0,99.7,111.0,35,49.4,51.1,19.5,8.7,0
2020,99.2,Alize Johnson,BKN,2,18,72,10,5.2,5.0,0.8,0.3,0.3,0.5,11.0,1.56,0.1,-1.0,107.5,112.1,0.026000000000000002,59.6,63.8,17.5,17.4,0
2020,99.2,Dylan Windler,CLE,13,31,72,11,5.2,3.5,1.1,0.6,0.4,1.0,8.9,1.03,0.8,-2.0,104.6,111.1,48,53.8,56.7,14.0,8.2,0
2020,99.2,Patrick Patterson,LAC,3,38,72,26,5.2,2.0,0.8,0.4,0.2,0.3,6.9,2.64,1.1,0.6,111.2,109.1,53,55.8,57.1,13.5,6.6,0
2020,99.2,Goga Bitadze,IND,8,45,72,19,5.1,3.3,0.8,0.2,1.3,0.4,8.7,2.18,0.4,-0.4,108.5,109.3,43,47.9,52.3,16.9,7.8,0
2020,99.2,Jake Layman,MIN,13,45,72,12,5.1,1.5,0.6,0.6,0.4,0.6,6.7,1.08,0.5,-1.8,101.5,107.3,55,55.7,57.7,14.7,7.4,0
2020,99.2,Isaiah Hartenstein,CLE,13,46,72,20,5.1,3.9,1.2,0.4,0.8,1.0,14.7,1.25,0.0,0.0,107.8,105.7,55,55.6,58.3,18.7,10.8,0
2020,99.2,Sekou Doumbouya,DET,15,56,72,15,5.1,2.6,0.8,0.4,0.2,0.8,8.0,1.07,0.5,-2.4,104.5,111.5,42,42.6,45.9,17.6,4.5,0
2020,99.2,Nerlens Noel,NYK,4,64,72,35,5.1,6.4,0.7,1.1,2.2,1.0,4.1,0.71,0.0,0.0,109.2,108.5,86,61.4,63.8,9.2,8.2,0
2020,99.2,Marc Gasol,LAL,5,52,72,32,5.0,4.1,2.1,0.5,1.1,1.0,14.5,2.06,1.0,1.7,108.5,104.2,92,58.2,60.6,11.7,8.3,0
2020,99.2,Jordan McLaughlin,MIN,13,51,72,15,5.0,2.1,3.8,1.0,0.1,1.0,29.2,3.78,0.6,-2.6,102.6,108.8,64,48.1,50.2,13.3,9.5,0
2020,99.2,Bismack Biyombo,CHA,10,66,72,28,5.0,5.3,1.2,0.3,1.1,1.1,8.7,1.14,0.0,-4.2,102.8,111.7,0.054000000000000006,58.7,57.4,11.3,6.8,0
2020,99.2,Trey Lyles,SAS,10,23,72,10,5.0,3.7,0.6,0.3,0.0,0.3,6.0,2.33,0.6,-4.7,98.4,112.9,35,55.6,57.4,12.8,9.8,0
2020,99.2,Precious Achiuwa,MIA,6,61,72,31,5.0,3.4,0.5,0.3,0.5,0.7,6.4,0.67,0.0,-1.9,102.0,109.2,42,54.4,55.0,18.4,8.6,0
2020,99.2,Caleb Martin,CHA,10,53,72,23,5.0,2.7,1.3,0.7,0.2,0.6,12.3,2.03,0.6,-1.9,104.7,109.5,51,43.6,46.5,16.4,6.7,0
2020,99.2,E'Twaun Moore,PHX,2,27,72,20,4.9,1.7,1.5,0.6,0.2,0.9,14.0,1.74,0.4,0.3,108.4,107.9,55,50.0,52.3,16.4,6.4,0
2020,99.2,Jerome Robinson,WAS,8,17,72,5,4.9,2.2,1.5,0.7,0.4,1.1,11.4,1.32,0.6,-5.9,100.0,113.1,0.04,35.3,40.0,16.1,3.1,0
2020,99.2,Tyler Cook,DET,15,32,72,11,4.9,3.0,0.5,0.3,0.1,0.7,5.7,0.81,0.0,-1.1,106.6,110.8,39,67.5,65.9,13.6,8.8,0
2020,99.2,Brandon Goodwin,ATL,4,47,72,25,4.9,1.5,2.0,0.4,0.0,0.8,24.6,2.64,0.7,-1.3,104.7,109.1,45,44.8,47.1,19.0,7.2,0
2020,99.2,Gabe Vincent,MIA,6,50,72,27,4.8,1.1,1.3,0.4,0.0,0.7,16.1,1.97,0.9,-1.5,104.3,110.3,0.04,47.6,49.8,18.4,4.9,0
2020,99.2,Wesley Matthews,LAL,5,58,72,33,4.8,1.6,0.9,0.7,0.3,0.4,6.5,2.08,1.1,0.7,106.9,105.0,0.09,48.4,51.7,11.1,4.4,0
2020,99.2,Langston Galloway,PHX,2,40,72,29,4.8,1.1,0.7,0.2,0.0,0.3,8.0,2.0,0.9,0.9,110.7,107.5,43,57.1,60.5,16.3,7.6,0
2020,99.2,Aaron Nesmith,BOS,7,46,72,22,4.7,2.8,0.5,0.3,0.2,0.5,4.7,1.0,0.9,-0.2,108.6,109.1,0.05,55.1,57.3,13.3,6.0,0
2020,99.2,Troy Brown Jr.,CHI,11,34,72,10,4.7,3.1,0.9,0.3,0.2,0.6,7.6,1.38,0.6,0.8,110.5,107.5,0.06,50.7,52.5,14.1,6.7,0
2020,99.2,Boban Marjanovic,DAL,5,33,72,14,4.7,3.9,0.3,0.1,0.2,0.4,6.0,0.83,0.0,0.7,107.0,101.1,48,51.2,56.2,23.1,16.2,0
2020,99.2,Damian Jones,SAC,11,39,72,24,4.7,3.1,0.7,0.3,0.7,0.7,7.5,1.12,0.0,-1.7,104.9,110.0,45,68.4,71.2,12.0,8.3,0
2020,99.2,Grant Williams,BOS,7,63,72,30,4.7,2.8,1.0,0.5,0.4,0.9,7.9,1.14,0.8,-0.8,107.4,109.3,61,53.4,54.6,12.0,4.0,0
2020,99.2,Semi Ojeleye,BOS,7,56,72,28,4.6,2.6,0.7,0.3,0.0,0.4,5.4,1.76,1.0,0.1,107.6,107.8,63,53.4,55.3,11.4,6.3,0
2020,99.2,JaKarr Sampson,IND,8,29,72,14,4.6,2.7,0.1,0.1,0.5,0.5,1.7,0.27,0.1,0.1,109.9,108.9,38,50.9,53.3,17.7,5.9,0
2020,99.2,Nassir Little,POR,5,48,72,27,4.6,2.7,0.5,0.1,0.3,0.4,4.9,1.28,0.6,-0.8,116.2,118.4,0.009000000000000001,55.1,58.9,13.5,7.2,0
2020,99.2,Onyeka Okongwu,ATL,4,50,72,31,4.6,3.3,0.4,0.5,0.7,0.6,4.7,0.62,0.0,-1.8,106.2,112.6,0.028999999999999998,64.4,65.5,14.1,8.7,0
2020,99.2,Kelan Martin,IND,8,35,72,16,4.5,2.2,0.5,0.3,0.3,0.5,7.1,1.06,0.7,2.7,115.3,99.7,57,53.6,55.1,19.9,9.9,0
2020,99.2,Rodney Hood,TOR,12,55,72,29,4.5,1.9,1.0,0.4,0.1,0.7,8.3,1.47,0.6,-2.4,107.4,114.0,33,42.7,45.2,13.9,3.7,0
2020,99.2,Solomon Hill,ATL,4,71,72,41,4.5,3.0,1.1,0.7,0.2,0.6,6.5,1.79,1.0,0.4,111.6,110.6,63,47.3,49.8,10.2,4.5,0
2020,99.2,Charlie Brown Jr.,OKC,14,9,72,1,4.4,1.9,1.0,0.4,0.2,0.7,8.0,1.5,0.6,-4.8,100.3,113.0,39,36.0,42.2,14.0,2.1,0
2020,99.2,Al-Farouq Aminu,CHI,11,23,72,5,4.4,4.8,1.3,0.8,0.4,1.2,10.1,1.11,0.3,-2.3,102.8,109.0,63,42.4,46.9,13.8,7.5,0
2020,99.2,Stanley Johnson,TOR,12,61,72,25,4.4,2.5,1.5,0.9,0.3,0.9,12.7,1.65,0.7,-2.6,105.3,111.7,0.044000000000000004,47.9,51.9,13.0,5.6,0
2020,99.2,Andre Iguodala,MIA,6,63,72,37,4.4,3.5,2.3,0.9,0.6,1.1,15.3,2.12,1.0,-1.3,105.6,108.1,78,50.4,51.9,10.9,7.2,0
2020,99.2,Yuta Watanabe,TOR,12,50,72,24,4.4,3.2,0.8,0.5,0.4,0.4,7.9,2.11,0.7,-0.8,105.0,107.8,55,53.9,56.5,12.1,8.9,0
2020,99.2,Chandler Hutchison,WAS,8,25,72,11,4.3,3.1,0.7,0.5,0.2,0.8,6.1,0.85,0.3,-2.3,106.8,112.0,0.036000000000000004,41.7,46.9,15.5,6.1,0
2020,99.2,John Konchar,MEM,9,43,72,23,4.3,3.0,1.1,0.7,0.2,0.4,11.1,2.61,0.5,0.4,110.6,108.6,47,57.6,60.8,12.4,9.8,0
2020,99.2,Devin Cannady,ORL,14,8,72,0,4.3,0.6,0.1,0.6,0.1,0.3,2.3,0.5,0.8,-2.9,100.6,114.4,0.018000000000000002,50.0,54.7,18.1,6.1,0
2020,99.2,Mike Scott,PHI,1,51,72,35,4.2,2.4,0.8,0.5,0.3,0.4,6.4,2.11,1.0,-0.2,105.7,105.9,73,48.6,49.2,11.6,5.0,0
2020,99.2,Jevon Carter,PHX,2,60,72,42,4.1,1.5,1.2,0.5,0.2,0.3,13.6,4.44,0.9,0.5,110.9,107.6,46,54.7,54.8,14.6,7.5,0
2020,99.2,Lamar Stevens,CLE,13,40,72,13,4.1,2.4,0.6,0.4,0.3,0.6,7.9,1.09,0.1,-2.9,100.1,110.5,38,47.1,52.1,15.2,7.2,0
2020,99.2,Kevon Looney,GSW,8,61,72,34,4.1,5.3,2.0,0.3,0.4,0.6,13.2,3.22,0.1,2.1,112.1,106.1,81,55.8,57.5,9.2,8.0,0
2020,99.2,Paul Watson,TOR,12,27,72,13,4.1,1.7,0.6,0.2,0.1,0.3,8.1,1.89,1.1,-0.1,110.9,112.6,0.026000000000000002,64.6,64.9,13.3,7.1,0
2020,99.2,Nico Mannion,GSW,8,30,72,17,4.1,1.5,2.3,0.5,0.0,1.0,27.0,2.26,0.7,-2.5,102.6,111.9,31,43.9,48.7,18.6,7.5,0
2020,99.2,DaQuan Jeffries,SAS,10,31,72,6,4.1,2.3,0.7,0.5,0.3,0.5,5.9,1.57,0.6,-1.8,109.0,113.4,35,50.0,51.4,11.4,4.5,0
2020,99.2,Josh Hall,OKC,14,21,72,2,4.1,2.8,1.3,0.2,0.0,1.2,11.8,1.12,0.2,-4.8,100.7,113.9,33,32.3,36.3,17.4,1.5,0
2020,99.2,Obi Toppin,NYK,4,62,72,36,4.1,2.2,0.5,0.3,0.2,0.4,6.5,1.26,0.4,0.4,109.1,106.5,46,56.0,57.4,15.7,9.3,0
2020,99.2,Darius Miller,OKC,14,18,72,5,4.1,1.3,1.2,0.7,0.3,0.4,15.1,2.63,0.9,2.1,105.3,98.1,73,63.5,68.5,12.7,11.5,0
2020,99.2,Chris Chiozza,BKN,2,22,72,12,4.0,1.1,3.0,0.3,0.3,0.7,38.2,4.06,0.6,0.9,105.9,102.9,55,42.6,46.1,20.0,9.3,0
2020,99.2,Jordan Bone,ORL,14,14,72,2,4.0,1.7,1.3,0.1,0.0,0.2,14.3,6.0,0.7,-4.2,98.3,112.6,34,51.9,51.9,12.1,6.7,0
2020,99.2,Udonis Haslem,MIA,6,1,72,1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,166.7,100.0,21,100.0,100.0,28.6,45.5,0
2020,99.2,Cody Martin,CHA,10,52,72,26,4.0,3.1,1.7,0.7,0.2,0.8,13.8,2.15,0.3,-0.1,109.1,108.1,61,48.4,50.0,12.3,7.3,0
2020,99.2,Carsen Edwards,BOS,7,31,72,14,4.0,0.8,0.5,0.2,0.0,0.2,7.5,2.0,0.6,-0.8,105.1,109.2,31,50.5,52.7,18.7,6.4,0
2020,99.2,Matisse Thybulle,PHI,1,65,72,46,3.9,1.9,1.0,1.6,1.1,0.5,6.4,1.97,0.7,1.5,109.3,104.7,95,50.8,50.8,9.0,5.3,0
2020,99.2,Brodric Thomas,CLE,13,32,72,6,3.9,1.7,0.9,0.5,0.3,0.7,11.5,1.36,0.5,-1.5,103.6,108.1,47,43.5,48.7,15.8,5.2,0
2020,99.2,Kevin Knox II,NYK,4,42,72,26,3.9,1.5,0.5,0.3,0.1,0.4,6.4,1.12,0.8,-0.8,101.1,104.7,53,51.4,53.7,15.2,6.5,0
2020,99.2,Justin James,SAC,11,36,72,15,3.9,0.8,0.6,0.2,0.1,0.4,10.9,1.47,0.4,-1.6,100.3,108.8,31,53.2,54.8,19.2,6.6,0
2020,99.2,Dante Exum,HOU,15,6,72,3,3.8,2.8,2.2,0.7,0.3,1.2,15.5,1.86,0.3,1.0,99.6,96.0,141,42.3,42.8,11.9,5.8,0
2020,99.2,Ersan Ilyasova,UTA,1,17,72,14,3.8,1.7,0.2,0.6,0.2,0.5,4.0,0.5,1.1,0.9,109.7,103.0,45,55.6,57.8,19.0,6.2,0
2020,99.2,Tremont Waters,BOS,7,26,72,13,3.8,0.8,2.4,0.6,0.0,1.0,38.0,2.3,0.6,-0.4,106.1,108.0,35,49.4,54.1,20.4,11.0,0
2020,99.2,Nathan Knight,ATL,4,33,72,21,3.8,2.2,0.2,0.3,0.3,0.5,4.5,0.53,0.2,-0.5,102.6,106.9,34,40.0,49.9,20.7,8.9,0
2020,99.2,Skylar Mays,ATL,4,33,72,19,3.8,1.1,0.9,0.4,0.1,0.3,18.0,3.33,0.4,0.4,107.0,105.6,0.036000000000000004,52.0,56.9,18.6,11.3,0
2020,99.2,Thon Maker,CLE,13,8,72,3,3.8,2.3,0.5,0.3,0.5,0.4,10.0,1.33,0.0,-2.3,92.3,103.2,49,55.6,65.7,14.5,13.4,0
2020,99.2,Isaiah Joe,PHI,1,41,72,22,3.7,0.9,0.5,0.3,0.1,0.3,7.2,1.82,1.0,0.0,106.9,105.1,0.044000000000000004,50.8,53.3,16.3,5.8,0
2020,99.2,P.J. Tucker,MIL,3,52,72,27,3.7,3.9,1.2,0.8,0.4,0.8,5.7,1.53,0.8,-3.4,109.2,114.7,45,48.6,51.0,7.2,3.4,0
2020,99.2,Luka Samanic,SAS,10,33,72,14,3.7,2.1,0.5,0.2,0.2,0.6,7.3,0.75,0.4,-0.6,102.6,104.6,45,50.5,51.8,18.7,6.5,0
2020,99.2,Javonte Green,CHI,11,41,72,19,3.6,1.7,0.4,0.7,0.1,0.5,4.8,0.89,0.2,0.4,109.0,107.2,46,56.9,61.0,12.2,6.9,0
2020,99.2,Wenyen Gabriel,NOP,11,21,72,9,3.4,2.6,0.5,0.4,0.4,0.7,6.3,0.73,0.6,0.1,106.4,105.6,51,50.8,53.3,13.5,5.5,0
